ProjectID,LibID,rating
fiji/Trainable_Segmentation,com.google.appengine:appengine-api-1.0-sdk,0
fiji/Trainable_Segmentation,com.asual.summer:summer-modules,0
fiji/Trainable_Segmentation,javax.servlet.jsp.jstl:jstl-api,0
fiji/Trainable_Segmentation,com.asual.summer:summer-lesspack,0
fiji/Trainable_Segmentation,org.springframework:spring-expression,0
fiji/Trainable_Segmentation,org.mockito:mockito-all,0
fiji/Trainable_Segmentation,org.springframework:spring-aop,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-security,0
fiji/Trainable_Segmentation,com.android.volley:volley,0
fiji/Trainable_Segmentation,jp.co.cyberagent.android.gpuimage:gpuimage-library,0
fiji/Trainable_Segmentation,com.squareup:javapoet,0
fiji/Trainable_Segmentation,org.slf4j:slf4j-log4j12,0
fiji/Trainable_Segmentation,com.sun.faces:jsf-impl,0
fiji/Trainable_Segmentation,org.eclipse.jgit:org.eclipse.jgit,0
fiji/Trainable_Segmentation,io.reactivex.rxjava2:rxjava,0
fiji/Trainable_Segmentation,org.glassfish:javax.annotation,0
fiji/Trainable_Segmentation,com.squareup.okhttp3:okhttp,0
fiji/Trainable_Segmentation,org.glassfish.web:jstl-impl,0
fiji/Trainable_Segmentation,net.sf.jsr107cache:jsr107cache,0
fiji/Trainable_Segmentation,org.springframework:spring-jdbc,0
fiji/Trainable_Segmentation,org.apache.cxf:cxf-rt-transports-http,0
fiji/Trainable_Segmentation,org.apache.maven:maven-artifact,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-http,0
fiji/Trainable_Segmentation,com.asual.summer:summer-el,0
fiji/Trainable_Segmentation,javax.jdo:jdo2-api,0
fiji/Trainable_Segmentation,org.antlr:antlr-runtime,0
fiji/Trainable_Segmentation,com.facebook.stetho:stetho-okhttp3,0
fiji/Trainable_Segmentation,com.github.bumptech.glide:volley-integration,0
fiji/Trainable_Segmentation,com.android.support.test:runner,0
fiji/Trainable_Segmentation,com.google.appengine:appengine-api-stubs,0
fiji/Trainable_Segmentation,org.scala-lang:scala-library,0
fiji/Trainable_Segmentation,org.codehaus.jackson:jackson-mapper-asl,0
fiji/Trainable_Segmentation,javassist:javassist,0
fiji/Trainable_Segmentation,com.squareup.retrofit2:adapter-rxjava2,0
fiji/Trainable_Segmentation,org.hamcrest:hamcrest-library,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-io,0
fiji/Trainable_Segmentation,org.slf4j:slf4j-simple,0
fiji/Trainable_Segmentation,org.apache.httpcomponents:fluent-hc,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-annotations,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-dot,0
fiji/Trainable_Segmentation,com.asual.summer:summer-archetypes,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-couch,0
fiji/Trainable_Segmentation,com.mcxiaoke.volley:library,0
fiji/Trainable_Segmentation,org.antlr:stringtemplate,0
fiji/Trainable_Segmentation,org.sonarsource.sonarqube:sonar-plugin-api,0
fiji/Trainable_Segmentation,com.asual.summer:summer,0
fiji/Trainable_Segmentation,io.pcp.parfait:dxm,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-rdf,0
fiji/Trainable_Segmentation,org.apache.httpcomponents:httpmime,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-xml,0
fiji/Trainable_Segmentation,com.qualinsight.plugins.sonarqube:qualinsight-plugins-sonarqube-smell,0
fiji/Trainable_Segmentation,com.google.dagger:dagger-compiler,0
fiji/Trainable_Segmentation,com.fasterxml.jackson.core:jackson-databind,0
fiji/Trainable_Segmentation,org.springframework:spring-test,0
fiji/Trainable_Segmentation,com.facebook.stetho:stetho-urlconnection,0
fiji/Trainable_Segmentation,org.mockito:mockito-core,0
fiji/Trainable_Segmentation,io.reactivex.rxjava2:rxandroid,0
fiji/Trainable_Segmentation,com.asual.summer:summer-beauty,0
fiji/Trainable_Segmentation,com.github.bumptech.glide:recyclerview-integration,0
fiji/Trainable_Segmentation,com.fasterxml:jackson-xml-databind,0
fiji/Trainable_Segmentation,org.pac4j:pac4j-openid,0
fiji/Trainable_Segmentation,org.sonarsource.java:sonar-java-plugin,0
fiji/Trainable_Segmentation,joda-time:joda-time,0
fiji/Trainable_Segmentation,org.eclipse.jetty:jetty-client,0
fiji/Trainable_Segmentation,org.slf4j:slf4j-nop,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-interop,0
fiji/Trainable_Segmentation,commons-codec:commons-codec,0
fiji/Trainable_Segmentation,com.tectonica:jonix,0
fiji/Trainable_Segmentation,jp.wasabeef:glide-transformations,0
fiji/Trainable_Segmentation,org.hibernate:hibernate-c3p0,0
fiji/Trainable_Segmentation,org.openprovenance.prov:prov-json,0
